id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
14951,The Winged House,58832,Quentin,,Waratah/Wynyard,-40.942291575155956,145.68458774678172,Entire home/apt,441,1,0,,,1,365
35644,Central Hobart Historic Cottage,153268,Yvette,,Hobart,-42.87867673591833,147.31608458436793,Private room,55,1,178,2018-02-13,2.81,2,50
38951,Quayle Terrace,167104,Sue,,Hobart,-42.89336464134003,147.32916086244896,Entire home/apt,190,2,89,2018-01-31,1.00,3,270
84581,Kentisbury Country House,461471,Melissa,,Kentish,-41.388562380363275,146.23209553355977,Entire home/apt,337,2,11,2017-11-11,0.42,1,261
88873,Terrace- 5mins to central Hobart,485048,Russell And Ingrid,,Hobart,-42.88267002007993,147.32400045918334,Entire home/apt,125,1,263,2018-02-13,3.19,1,257
91781,West Hobart Retreat,461347,Di,,Hobart,-42.87470755642788,147.31056051127325,Private room,110,2,107,2018-01-12,1.32,1,113
137808,"Bradman House, Invermay, Launceston",673625,Emma And Dale,,Launceston,-41.42682624622324,147.1290526796545,Entire home/apt,145,1,138,2018-01-31,1.89,2,343
162081,Bed and Breakfast on our island,775015,Patricia,,Kingborough,-43.3647268657516,147.22207665033378,Private room,120,1,318,2018-02-13,4.33,1,334
252996,Cozy Self-Contained Studio Retreat!,1090010,Kit,,Central Coast,-41.23570228275795,146.1347932489771,Entire home/apt,155,2,40,2018-01-08,0.57,2,362
268482,"Anderson Suite, The Ark Stanley, Guest House",1406692,Rhonda,,Circular Head,-40.76486532362734,145.29893094246705,Private room,195,1,1,2016-09-09,0.06,5,357
270374,The Powerhouse @ Eagles Rise,1090010,Kit,,Central Coast,-41.2361282700292,146.13491620246177,Entire home/apt,280,2,18,2018-02-09,0.47,2,360
277558,Ulverstone River Retreat   ,1449320,Katrina,,Central Coast,-41.15213252259202,146.11628718869542,Entire home/apt,175,1,1,2015-06-04,0.03,3,365
278045,Cygnet View Room Plus Sauna,385143,Iris,,Huon Valley,-43.1607075535726,147.08405399468273,Private room,89,1,52,2018-01-14,0.69,2,359
279137,Bluff Views B&B Homestay Tasmania.,1456109,Christine And Garry,,Meander Valley,-41.62063950938151,146.7110020519328,Private room,120,1,74,2018-01-14,1.15,2,264
292399,Rainbow Valley Retreat B&B,1513972,Mandy,,Central Highlands,-42.622599340617256,146.71440899420077,Private room,84,1,104,2018-01-18,1.66,1,357
292447,"Rustic, compact, family friendly...",1514295,Bernd,,Hobart,-42.870001655945856,147.29990743466024,Private room,50,2,83,2018-01-15,1.33,1,360
326771,Derwent Retreat,1670767,John,,Glenorchy,-42.778083185421764,147.25650288046003,Entire home/apt,105,2,8,2018-01-21,0.31,1,2
352015,Mezzanine bedroom - Battery Point.,1782000,Lisa,,Hobart,-42.88923030817035,147.32465555586452,Private room,94,2,172,2018-02-02,2.38,1,334
356624,Private room by the beach and shops,1804975,Judith,,Sorell,-42.866481928506516,147.61930025526317,Private room,65,1,12,2017-01-01,0.24,1,353
383270,Delightful two bed-room Lodge,1920416,Jedda,,Latrobe,-41.17123504897023,146.52442838480135,Private room,170,2,25,2018-02-02,0.38,1,361
401176,Hobart Delight - sunny and welcoming,2002482,Diana,,Hobart,-42.87001792480193,147.32302093309232,Private room,84,1,71,2018-01-19,1.09,1,362
421609,Ashley Court 3 spacious and cosy,2097079,Edward,,Hobart,-42.86709314642987,147.3085365834931,Entire home/apt,145,2,155,2018-02-12,2.20,3,346
421709,Beachbreaks Marion Bay Tasmania,2097536,Dave,,Sorell,-42.82117530443684,147.8430104370763,Entire home/apt,190,3,4,2018-01-11,0.16,1,342
434116,Balcony 2 bedroom Apartment - Jenatt at Salamanca,2157501,Cheryl And Kim,,Hobart,-42.8858711468018,147.33022513480887,Entire home/apt,330,2,81,2018-02-10,1.18,4,298
446590,Your sunny sanctuary in Sandy Bay! ,2218133,Sorrel,,Hobart,-42.91454258646361,147.35708918046618,Private room,50,1,34,2014-03-22,0.50,1,231
451180,"Private,quiet 1BR unit close 2 city",2241035,Judith,,Hobart,-42.89421619488405,147.3220625814217,Entire home/apt,84,3,229,2018-02-16,3.32,1,238
453777,"Valley Retreat

Stay 3 nights and only pay for 2!",2254574,Anne,,Southern Midlands,-42.58851315210554,147.23719404039582,Entire home/apt,185,2,39,2018-01-07,0.63,3,361
453815,HARLEA  - PENGUIN TASMANIA,2254989,Leanne,,Central Coast,-41.12629568595917,146.07345125382196,Entire home/apt,99,1,71,2018-01-29,1.35,1,251
464577,Charming Retro Cottage Hobart Town,2308768,Susanne,,Hobart,-42.89176975831838,147.3144125994821,Private room,71,2,28,2014-01-18,0.44,2,42
485644,The Trig Studio- recycled-eco-luxe,2404373,Susie,,Launceston,-41.25918390767402,147.2533346554816,Entire home/apt,251,1,122,2018-02-14,1.96,3,321
488471,"Sisters Beach House, Sisters Beach",2417230,Angela,,Waratah/Wynyard,-40.91187618149574,145.5479596188242,Entire home/apt,190,2,32,2018-01-28,0.61,1,330
498220,Pier House-Panoramic Beach Views. Family friendy!,2002620,Emily,,Clarence,-42.994110767180054,147.4020460219395,Entire home/apt,180,1,26,2018-02-11,1.07,1,126
499959,inspiring beach house bay of fires ,2473496,Genevieve,,Break O'Day,-41.2436670625691,148.29045757785076,Entire home/apt,500,2,19,2018-01-27,0.36,1,336
502865,"At Eleven, la petite maison...",825924,Karen,,Hobart,-42.899978448604365,147.32082077354,Entire home/apt,180,2,5,2017-07-05,0.16,3,363
513528,"Private, bush setting, near city !",2374464,Phil,,Kingborough,-42.945230358684775,147.27695327207434,Entire home/apt,74,3,113,2018-01-30,1.72,1,262
515646,Firetail Bush Retreat - Tasmania,2539808,Sonia And Damien,,Kingborough,-43.1256415982874,147.222733937554,Entire home/apt,150,1,200,2018-02-09,4.47,1,347
519737,The Fox Hole - Woodbridge Studio,2557836,Lizz,,Kingborough,-43.16164721457696,147.23553642698235,Entire home/apt,170,1,91,2018-01-14,1.43,2,347
534199,LittlePineShack,2625657,Nicholas,,Central Highlands,-42.00140282985943,146.60955085058208,Entire home/apt,241,2,10,2018-02-03,0.16,1,219
537703,"Clear Creek Cottage, S/C Accom TAS",2641738,Tony,,Kingborough,-43.14877350800027,147.23146437206887,Entire home/apt,145,2,45,2018-02-07,1.24,1,144
562525,Horizon Deluxe Apartments - Stanley,2766902,Clint,,Circular Head,-40.759883562160645,145.27990454912447,Entire home/apt,340,1,4,2017-09-02,0.11,1,365
566316,Entire CENTRAL Home -Good Value!,2783485,Kate,,Hobart,-42.87156688616069,147.31783634412233,Entire home/apt,105,3,39,2018-01-20,0.60,1,45
587738,"Glebe Cottages 14A,  2 Qbeds, free fast NBN",2899485,Peta,,Launceston,-41.43108476794407,147.1460183288907,Entire home/apt,126,1,38,2018-02-14,0.63,2,62
587844,"Central 1 bed apartment central, WiFi & Foxtel Now",2899485,Peta,,Launceston,-41.429641512140236,147.1478710217922,Entire home/apt,105,1,181,2018-02-15,2.80,2,140
599212,Tranquilles Luxury bed & breakfast,2964453,Tranquilles,,Latrobe,-41.16846437285726,146.5284205774251,Private room,135,1,1,2015-11-04,0.04,1,365
637058,Stunning yurt overlooks ocean!,3176149,Lila (Laura Lea),,Flinders,-40.2198282790714,148.05357721147757,Entire home/apt,160,3,3,2018-01-24,0.06,2,334
644249,downstaursattoorak,3223891,Vivien,,Hobart,-42.868327338327624,147.30258228249107,Entire home/apt,290,4,19,2017-01-02,0.30,1,180
667377,Tiger Den - quiet and convenient,1663139,Alan,,Glenorchy,-42.85145992676896,147.29471134016984,Private room,49,2,40,2017-05-08,0.62,3,292
671769,Peter Mills Apartment 2,3406237,Michael And Susan,,Launceston,-41.43833398798325,147.14064383052403,Entire home/apt,195,2,49,2018-01-29,0.79,1,323
682207,Platypus Park Country Retreat-Brid Apartment WiFi,3475894,Gina,,Dorset,-41.017005951853236,147.39638889190843,Entire home/apt,130,1,8,2018-01-20,0.13,9,340
689381,"House by the Beach, beautiful view",3521501,Gaye,,Kingborough,-43.00722215744694,147.32389593654943,Entire home/apt,450,7,28,2016-01-07,0.44,2,290
706348,Ashley Court 1 spacious and cosy,2097079,Edward,,Hobart,-42.868243143275365,147.30710784544885,Entire home/apt,135,2,143,2018-01-04,2.18,3,337
706423,Ashley Court 2 spacious and cosy,2097079,Edward,,Hobart,-42.86662473467996,147.30795462222667,Entire home/apt,135,2,162,2018-01-26,2.48,3,356
708702,Battery Point central walk to all top view + nice,3645455,Tracey,,Hobart,-42.88743471694884,147.33510135717972,Entire home/apt,195,3,122,2018-01-27,1.95,1,341
722340,Spacious 1937 Art Deco Apartments,3730096,Elisha,,Burnie,-41.0536468788645,145.90206439828063,Entire home/apt,99,1,26,2018-02-02,0.50,3,340
741519,STUNNING HOME/AMAZING VIEWS 20/10 to CBD/MONA,3881184,Craig And Adam,,Glenorchy,-42.844024958196876,147.20034666392786,Entire home/apt,120,2,183,2018-02-04,5.27,3,90
744993,A Large Private Lockable Room,3884915,Dee,,Hobart,-42.86085135169865,147.30918483656222,Private room,59,1,71,2018-01-26,1.13,7,84
747463,Gallery apARTment Battery Point,3923766,Anita,,Hobart,-42.89334606907692,147.33423724781125,Entire home/apt,179,1,230,2017-08-29,3.58,2,258
753283,Heritage Central with Grand Views,3962339,Rebecca,,Hobart,-42.89095480116447,147.32156222523813,Entire home/apt,230,2,146,2017-11-11,2.40,6,31
753990,Flinders Island Studio Retreat,3176149,Lila (Laura Lea),,Flinders,-40.21947863638144,148.05159313645015,Entire home/apt,165,2,3,2018-01-23,0.06,2,338
754318,B Large Private Lockable Room,3884915,Dee,,Hobart,-42.86026519290902,147.30891610328553,Private room,59,2,33,2018-01-20,0.53,7,83
757987,The Granary,3969263,Patricia,,Derwent Valley,-42.77632708457139,147.07489926006903,Private room,207,2,5,2017-12-11,0.13,4,181
760413,D Waking up to Mt Wellington View,3884915,Dee,,Hobart,-42.86102158288242,147.31013315475064,Private room,49,2,69,2018-01-11,1.34,7,73
760427,C Private room - Mt Wellington View,3884915,Dee,,Hobart,-42.862609282825694,147.31029265083166,Private room,49,1,65,2018-01-09,1.04,7,76
760478,Ocean View Studios in Freycinet,4008681,Chester,,Glamorgan/Spring Bay,-42.06160050782855,148.2576840175665,Entire home/apt,350,2,1,2018-01-03,0.65,1,59
773175,Sandy Bay - Nutgrove Beach Haven,4062110,Judi,,Hobart,-42.90924796761859,147.35209142195535,Private room,99,2,68,2016-04-30,1.14,1,353
781794,Christopher Hall's Colonial Accom.,4123741,Pamela,,Northern Midlands,-42.03079878653367,147.49256817271765,Entire home/apt,130,1,27,2017-09-29,0.43,3,335
782046,3 bedroom apartment with seaview,4124985,Marilyn,,Central Coast,-41.09255309488445,145.98323909115075,Entire home/apt,93,1,34,2018-02-10,0.55,2,280
788753,Ellie's Place City Park- heritage,4156945,Bronwyn,,Launceston,-41.431710828137234,147.1462330743761,Entire home/apt,251,1,22,2018-01-14,0.45,3,317
788858,Twyford - character close to city,4156945,Bronwyn,,Launceston,-41.4415921668274,147.1589712755617,Entire home/apt,230,1,21,2018-01-30,0.39,3,169
792917,Bay Edge Spectacular view and awesome location.,4184525,Kim,,Clarence,-42.83821036255536,147.34535880376592,Entire home/apt,350,2,4,2018-01-28,2.45,1,356
806293,Ulverstone River Retreat  ,1449320,Katrina,,Central Coast,-41.15045744931506,146.11630664351924,Entire home/apt,165,1,1,2015-01-24,0.03,3,365
811497,Quaint Granny Flat,4124829,Donna,,Dorset,-41.157895840579094,147.51329391777867,Entire home/apt,99,1,36,2018-02-14,0.58,2,356
818743,Twin room in twee central cottage!,2776530,Mem,,Hobart,-42.88340400970338,147.31732017804643,Private room,81,2,89,2018-02-10,1.41,1,0
820278,Iconic Beach Home Sandy Bay Hobart,1704745,Endra,,Hobart,-42.916660450352516,147.3519852241092,Entire home/apt,135,2,100,2018-02-04,1.92,1,301
853123,Hamlet Downs King Suite,4454260,Jenifa,,Central Highlands,-42.64805476448214,146.76136850646154,Private room,180,1,5,2017-12-28,0.13,3,302
859047,The Anchorage Waterfront Apartment,4496750,Anne,,Huon Valley,-43.14548104052857,146.97884119940468,Entire home/apt,140,3,12,2018-01-08,0.32,1,324
862364,Kurrajong House Bed & Breakfast ,4520285,Linda & Andre,,Launceston,-41.43709514208562,147.14583027324946,Private room,190,2,1,2014-05-31,0.02,2,365
863536,A B&B convenient spot Jasmine Arch,4536087,Rupert,,Hobart,-42.86424633799458,147.31281053544953,Private room,71,1,113,2018-01-27,1.93,1,358
865890,Master Suite Grindelwald Lodge,4547789,Helen,,West Tamar,-41.3439796484587,147.0110939921211,Private room,130,1,26,2018-01-22,0.49,10,318
871057,Lovely Self Contained Apartment,4591822,Debbie,,Launceston,-41.464163623142724,147.13985416707163,Entire home/apt,93,1,177,2018-02-16,2.86,2,328
876438,Home: history & flare  - walk to city,131442,Mimi (Xris),,Hobart,-42.870675596900725,147.32081102908776,Entire home/apt,99,2,3,2018-02-10,2.05,1,0
877502,Launceston Studio Room close to all,611818,Rosa,,Launceston,-41.437153042435845,147.1242029736277,Private room,60,2,32,2017-10-25,0.54,3,167
881361,Four Mile Creek B&B - Self contained studio,4662988,Bob,,Break O'Day,-41.563264226109744,148.28839296768098,Entire home/apt,99,3,19,2018-02-10,0.37,1,56
882644,Launceston the Heart of the Tamar,611818,Rosa,,Launceston,-41.435589657610784,147.12282434839952,Private room,60,2,121,2017-11-19,2.01,3,0
890908,Cosy apartment in quiet neighbourhood,4732657,Renato & Christine,,Hobart,-42.86169439946552,147.3133974320398,Entire home/apt,110,2,114,2018-01-29,1.87,1,356
890909,Honeycomb Cottage Adventure Bay,4732452,Anne,,Kingborough,-43.37350519829377,147.32462141729448,Entire home/apt,125,2,62,2018-01-17,1.15,1,339
905873,Penfold Cottage Invermay Launceston,673625,Emma And Dale,,Launceston,-41.42778157368582,147.12776429362467,Entire home/apt,155,1,134,2018-02-11,2.20,2,312
906059,Brady's River View Studio Apartment,4849056,Karin & Frank,,West Tamar,-41.322692875174944,146.98923475355448,Entire home/apt,125,2,85,2018-01-17,1.41,1,274
906304,Romantic Old School House with Cosy Fire,3962339,Rebecca,,Hobart,-42.8924286540496,147.3231201340247,Entire home/apt,189,2,179,2018-01-27,4.72,6,63
920041,Beautiful retreat in CradleValley,4954216,Ginette,,Kentish,-41.32851925461726,146.27819563288116,Private room,185,1,7,2016-03-30,0.18,1,190
921584,R@R - The ultimate Huon beach oasis,4061453,Jill,,Huon Valley,-43.24565858503038,147.1306074270936,Entire home/apt,84,2,152,2018-02-11,2.50,1,250
950294,Acacia Cottage amongst the trees,5155309,Peter And Judy,,Waratah/Wynyard,-40.922649888973936,145.56287194547633,Entire home/apt,105,2,15,2018-01-05,0.26,4,312
951788,Platypus Park Country Retreat-Piper Apartment,3475894,Gina,,Dorset,-41.01878760431203,147.39528071983185,Entire home/apt,150,1,15,2018-01-13,0.25,9,349
953965,Enchanting Views with relaxing SPA and Sauna.,5180580,David,,Hobart,-42.91524314589043,147.33644207249696,Entire home/apt,159,1,121,2018-02-03,2.14,1,333
967962,Beautiful Launceston Gorge Cottage,5281825,Walter,,Launceston,-41.43670652708627,147.1210161473533,Entire home/apt,180,2,15,2018-02-11,0.58,1,353
969333,"Huon Valley Luxury - river views, free wi-fi",1951031,Angela,,Huon Valley,-43.012630138928294,147.033614962265,Entire home/apt,249,1,91,2018-01-26,1.54,1,315
971545,Designer Location: Tutor's Apartment,3962339,Rebecca,,Hobart,-42.89088475707582,147.3234776507858,Entire home/apt,159,2,133,2017-12-08,3.50,6,19
972007,Must Love Dogs,5313894,Veronica,,Central Coast,-41.20447703089083,145.99913903914796,Private room,79,1,56,2018-01-16,1.11,2,285
980988,"The Gardens Apartment, Hobart",5371984,Tom & Pam,,Kingborough,-42.940943098192434,147.3536909314207,Entire home/apt,130,3,39,2017-12-28,0.66,1,281
983912,Knopwood Hill Retreat - Best view in Hobart!,94693,Rob,,Clarence,-42.86444306075225,147.40110891714977,Entire home/apt,686,3,38,2018-01-27,0.64,1,347
1004937,Quaint Cottage in the Courtyard,5527404,Gai,,Clarence,-42.992355922216156,147.39908738053273,Entire home/apt,81,1,178,2018-02-06,3.09,1,308
1010139,Possum Pad,5557296,Elaine,,Break O'Day,-41.58090745434121,148.18699382340628,Entire home/apt,81,2,141,2018-02-02,2.91,1,172
1019470,Beautiful views from cosy home,2562820,Anna,,Hobart,-42.88896603221297,147.3090318277528,Entire home/apt,120,4,70,2018-01-28,1.59,1,101
1024585,"Beatutiful Cottage, 5 mins to CBD,great views",5458280,Peter,,Launceston,-41.438203425076196,147.14582474892242,Entire home/apt,210,1,67,2018-02-13,1.19,1,305
1030686,Platypus Park Country Retreat - Ensuite room,3475894,Gina,,Dorset,-41.017098971539454,147.39350280280945,Private room,65,1,37,2018-02-11,0.98,9,164
1030755,Platypus Park  Lavender Spa Cottage,3475894,Gina,,Dorset,-41.01652248772109,147.39536874763863,Entire home/apt,130,1,3,2018-01-20,0.13,9,347
1030789,Platypus Park Wattle SpaEcoCottage,3475894,Gina,,Dorset,-41.01760191939685,147.39500205226872,Entire home/apt,220,1,13,2017-12-31,0.29,9,331
1039825,"Light, airy queen rm with balcony",1663139,Alan,,Glenorchy,-42.85183603858808,147.29613792316437,Private room,59,2,26,2017-02-24,0.48,3,322
1046145,"Marion Bay Retreat, bush hideaway",5759277,Jill,,Sorell,-42.7791867808954,147.84292906290332,Entire home/apt,125,2,128,2018-02-15,2.18,1,285
1064872,Genuine Quality Cottage in a Unique Garden...,4113207,Diana,,Launceston,-41.45200903576725,147.12908086331927,Entire home/apt,230,1,12,2017-01-05,0.23,1,301
1072816,28 gates Luxury Farmstay & Fishery,5901328,Susie,,Central Highlands,-42.580225497646666,146.96865666274354,Private room,500,2,9,2017-12-31,0.24,2,361
1074893,Organic Farm Stay Tas (Meals Inc),5631267,Prue,,Huon Valley,-42.95049860630143,146.79460823227438,Private room,65,1,6,2017-03-16,0.22,2,365
1090688,Trendy Apartment with Water Glimpses & Parking,5993063,Bridget,,Hobart,-42.907997046611015,147.34448739318822,Entire home/apt,160,1,171,2018-01-28,2.97,1,346
1093353,A Hideaway among the Banksia Trees,5155309,Peter And Judy,,Waratah/Wynyard,-40.924061507273564,145.56227611555198,Entire home/apt,105,2,23,2018-02-02,0.41,4,325
1093453,Boronia Cottage in the Tassie bush,5155309,Peter And Judy,,Waratah/Wynyard,-40.922557304590164,145.56165495564431,Entire home/apt,98,2,28,2018-02-03,0.50,4,346
1093535,Casuarina Cottage in the garden,5155309,Peter And Judy,,Waratah/Wynyard,-40.92315248258087,145.56150346320194,Entire home/apt,105,2,68,2017-12-12,1.29,4,339
1097717,Hobart Garden Studio,6032690,Bruce,,Hobart,-42.889041097221025,147.31858604082743,Private room,112,2,476,2018-02-06,8.13,1,44
1101352,Stunning views: cosy private cook's haven ❤️Pets,1654113,Jill,,Clarence,-42.84524216082074,147.34264870740472,Entire home/apt,118,2,129,2018-01-25,2.26,1,163
1118645,"Tamar River Retreat, Tasmania",6139302,Ian,,West Tamar,-41.20152840068336,146.9053204608277,Entire home/apt,200,2,26,2017-07-12,0.49,1,352
1139122,"High On Penguin B&B. Superb views, 5 mins to beach",6248530,Gerard,,Central Coast,-41.111040578789066,146.06507100140024,Entire home/apt,140,1,61,2018-01-26,1.19,1,306
1160182,The Ocean Retreat,6260654,George,,Break O'Day,-41.50716917345591,148.27450522158844,Entire home/apt,690,2,2,2018-01-30,0.49,1,304
1192310,Cottage on Gunning - Landfall Cottage,6517351,Peta,,Clarence,-42.731820777155704,147.43822825746935,Entire home/apt,155,2,7,2018-01-19,0.20,2,60
1229914,Bally Park SeaScape,6661483,Merideth,,Sorell,-42.86581279286385,147.61723960177025,Entire home/apt,96,1,59,2018-02-12,2.57,1,350
1261574,The Wavestation ......Waterfront House,5765309,Wendy,,Kingborough,-43.23735148323624,147.25481429968679,Entire home/apt,241,2,10,2017-12-26,0.25,1,64
1285967,Country Living close to Hobart CBD and Airport,6995911,Clarissa,,Clarence,-42.86217800947287,147.46204674887218,Entire home/apt,105,1,276,2018-02-06,5.04,1,315
1289027,Great Value Entire 4 bedroom home,3884915,Dee,,Hobart,-42.86094018735876,147.3090485971192,Entire home/apt,199,2,37,2018-01-15,0.68,7,75
1298395,HOBART ART HOUSE,7059980,Skye,,Hobart,-42.88439935894499,147.31834032343198,Entire home/apt,200,3,83,2018-02-05,1.50,2,343
1347441,"Wildlife, river views, full breakfast provisions",7310828,Jane,,Meander Valley,-41.447377106161575,147.07688313097353,Entire home/apt,269,2,3,2017-05-19,0.08,1,321
1362413,"LOCATION AAA,",5891217,Yvonne,,Hobart,-42.90966652421667,147.32085163357624,Entire home/apt,150,2,25,2016-01-25,0.47,4,353
1365222,Blackbird Studio Artists Space,2193553,Tracey,,Hobart,-42.894280756992956,147.31175825390787,Entire home/apt,84,2,237,2018-01-21,4.66,1,121
1382539,The Moonah Hall and private garden,7341452,Angela And Clive,,Glenorchy,-42.84843170539074,147.30172692003615,Entire home/apt,130,2,155,2018-02-03,2.86,3,303
1393975,Room in historic Battery Point with own  bathroom,6298166,Kim And Sue,,Hobart,-42.88953021616579,147.33443694376402,Private room,76,3,102,2018-02-11,1.84,1,161
1412234,116 Westwood,7613614,Marie,,Dorset,-40.98934683809319,147.39008060877916,Entire home/apt,190,2,5,2017-09-04,0.27,1,355
1417161,Waterfront apartment near Cygnet,7635662,Beate,,Huon Valley,-43.188051108389274,147.1048241187114,Entire home/apt,165,2,8,2017-04-15,0.23,2,355
1423828,Charming retro cottage in Hobart,2308768,Susanne,,Hobart,-42.8963490569966,147.31261130098983,Entire home/apt,120,2,87,2018-02-14,1.63,2,116
1428287,Southern Forest Accommodation,7681433,Barbara,,Huon Valley,-43.42193765629146,146.9704584302948,Entire home/apt,140,2,43,2018-01-20,0.85,1,326
1439271,Elvenhome Eco Farmstay Tasmania,7730983,Graham,,Meander Valley,-41.466675024402896,146.4681856712804,Entire home/apt,145,2,87,2018-02-11,1.62,1,332
1446199,Deloraine Bush Retreat,2843285,Matt And Tanya,,Meander Valley,-41.47578748517768,146.69233141251888,Private room,84,1,214,2018-02-15,3.98,1,355
1467739,Discover Bruny Island Holiday Accom,7862305,Matthew,,Kingborough,-43.31231190148489,147.24615882462427,Entire home/apt,180,1,40,2018-02-03,0.86,1,321
1468272,Spacious affordable living!,7864163,Andrew,,Glenorchy,-42.84033749842673,147.30553921148493,Entire home/apt,79,1,20,2018-01-04,0.44,6,362
1485274,Private Room in Hobart,7920762,Wendy,,Hobart,-42.89215218795479,147.31394912940365,Private room,65,2,263,2018-02-11,4.82,1,331
1489966,Room in a Sunny Treetop Cabin,7967758,Katherine,,Hobart,-42.89827737033522,147.29515160796345,Private room,58,1,86,2016-01-21,1.85,2,8
1525866,"Farm stay near Cygnet, Huon Valley",8141591,Sharon,,Huon Valley,-43.20610542506101,147.11960739848197,Entire home/apt,65,2,76,2018-02-03,1.46,2,230
1535976,Ocean fronted beach house Belle Vue,6887072,Jacquie,,Break O'Day,-41.25351191888169,148.30310791474378,Entire home/apt,295,2,19,2017-10-13,0.51,1,346
1543029,Tides Reach...absolute waterfront in idyllic Dover,8224349,Rachael,,Huon Valley,-43.32607067032231,147.00219961028688,Entire home/apt,195,2,1,2016-01-16,0.04,16,347
1548425,Humble Home with Private Room in Coal River Valley,8250115,Omji,,Clarence,-42.78476009521887,147.40533212722838,Private room,89,1,12,2017-02-17,0.23,1,175
1552597,2 Private room in 4 Bedroom house,3884915,Dee,,Hobart,-42.860353297370075,147.30989593897615,Private room,99,2,21,2018-01-14,0.43,7,83
1572316,Elegant Beachside Cottage,8359133,Tassie And Loretta,,Clarence,-42.87682409854064,147.37260704254692,Entire home/apt,490,2,32,2018-02-11,0.62,1,204
1583902,Touch of Paris Studio Apartment near Cygnet,7635662,Beate,,Huon Valley,-43.186518657830035,147.10482809379826,Entire home/apt,140,2,7,2018-01-16,0.22,2,341
1585628,WisteriaLodge-Launceston-West Tamar,8448378,Alex,,West Tamar,-41.34288271176639,147.06196294611024,Entire home/apt,160,1,16,2015-09-03,0.32,1,292
1599178,Oyster Cove Chalet Wirreanda House,8525559,Jeannie,,Kingborough,-43.10918113525692,147.2488207021725,Entire home/apt,343,3,0,,,1,0
1600480,1 BR Apartment Battery Point.,7708404,Susan,,Hobart,-42.8936875672988,147.3333808669839,Entire home/apt,210,2,52,2018-02-08,1.93,1,61
1602737,Family Friendly House in Hobart,8540278,Hilary,,Hobart,-42.90082824392159,147.3257034260875,Private room,99,2,117,2018-01-28,2.19,1,259
1646447,Cygnet Plus Sauna!,385143,Iris,,Huon Valley,-43.15860157698641,147.08494100745858,Private room,89,1,68,2018-02-14,1.42,2,354
1648124,Opossum Bay Escape - Views & More!!,8744542,Julie,,Clarence,-42.99274197910716,147.40322025645293,Entire home/apt,140,3,13,2018-01-26,0.25,1,320
1653374,The Jetty House (1876) accomodates up to 12,8685673,Rosalind,,Huon Valley,-43.43119998643398,146.97361020863872,Entire home/apt,421,2,7,2017-12-31,0.19,4,342
1656842,Brick Point Cottage - Waterfront,5885909,Jodie,,Tasman,-43.16110447406668,147.8535541702409,Entire home/apt,149,2,92,2018-02-02,1.73,1,340
1704466,Hobart - The Artist's Garden,8906826,Nick,,Kingborough,-42.97169252192847,147.33198549756244,Private room,99,2,44,2018-02-06,0.85,1,177
1704529,Holiday Cottage - Close to Hobart and the Beach!,8998408,Judith,,Kingborough,-42.994179410763124,147.32234199608433,Entire home/apt,135,1,14,2017-09-09,0.27,1,343
1710674,Valleyfield Cottage Bed & Breakfast,9023574,Homa,,Latrobe,-41.25926784564405,146.50807977924424,Entire home/apt,140,2,5,2018-01-14,0.10,1,359
1717708,Binalong Views in the Bay of Fires,9056184,Sharon & Rob,,Break O'Day,-41.25430973315158,148.31367116381801,Entire home/apt,160,1,70,2018-02-14,2.09,2,311
1734662,Kunanyi House,9137064,Simon & Sarah,,Kingborough,-42.940146532512905,147.28400800550568,Entire home/apt,259,2,138,2018-01-24,2.73,1,286
1738822,Water Views Cygnet - 2 bed apartment,9156630,Judy,,Huon Valley,-43.18811518438601,147.1042050364634,Entire home/apt,86,2,33,2017-10-28,0.67,2,169
1743681,Bruny Island 'Alkira' Homely Stay,1612545,Courtney,,Kingborough,-43.3624010531551,147.23483064916863,Entire home/apt,150,2,114,2018-01-05,2.22,1,236
1747779,"Raoul Bay Retreat, S/C Cottage",9198079,Andy,,Tasman,-43.20293303763634,147.7787150066374,Entire home/apt,130,2,55,2018-02-10,1.15,2,365
1747893,Tin Dragon Cottages: 8min from MTB trails,9178269,Christine,,Dorset,-41.17366134968354,147.73133149503505,Entire home/apt,170,2,6,2017-12-15,0.13,2,362
1748390,Apartment 1 - Heritage first floor city penthouse,9200271,Mary,,Hobart,-42.88030066854549,147.3221099294319,Entire home/apt,359,2,20,2017-12-29,0.73,3,331
1770409,New coastal holiday home with views,9300319,Adam,,Break O'Day,-41.74947655059207,148.3012220449899,Entire home/apt,195,2,9,2017-12-25,0.24,1,329
1774916,"Blossoms on the Bay, spacious character home",9321295,Robyn & Nick,,Tasman,-43.10435816184908,147.74467869674567,Entire home/apt,166,1,74,2018-02-14,1.40,3,344
1779644,Central Hobart.  GLEBE EMPORIUM WITH EASY PARKING.,8204424,Freya,,Hobart,-42.87538407731206,147.32911041665955,Entire home/apt,140,2,292,2018-02-10,5.72,1,260
1790006,Hillside Cottage,3969263,Patricia,,Derwent Valley,-42.77917800984934,147.06345856939362,Entire home/apt,170,2,0,,,4,343
1790059,Hillside Cottage,3969263,Patricia,,Derwent Valley,-42.77888872913624,147.0612691148134,Entire home/apt,180,2,2,2015-01-15,0.05,4,365
